handle,maintainer-email,name,provider-homepage,provider-institution,provider-name,template-type
RePEc:esi:egpdis,egppapers@econ.mpg.de,"Papers on Entrepreneurship, Growth and Public Policy",http://www.uni-marburg.de/fb19/,RePEc:edi:mpiewde,"Max Planck Institute of Economics, Entrepreneurship, Growth and Public Policy Group",ReDIF-Series 1.0
RePEc:esj:esriwp,takuma.kawamoto@cao.go.jp,New ESRI Working Paper series,,RePEc:edi:esrgvjp,Economic and Social Research Institute (ESRI),ReDIF-Series 1.0
RePEc:esm:wpaper,publications@esmt.org,ESMT Research Working Papers,http://www.esmt.org,RePEc:edi:emstbde,ESMT European School of Management and Technology,ReDIF-Series 1.0
RePEc:eso:journl,editor@esr.ie,The Economic and Social Review,http://www.esr.ie,,Economic and Social Studies,ReDIF-Series 1.0
RePEc:esr:RESNOT,sarah.burns@esri.ie,Research Notes,http://www.esri.ie,RePEc:edi:esriiie,Economic and Social Research Institute (ESRI),ReDIF-Series 1.0
,,,,,,
RePEc:est:journl,mail@economicstatistics.eu,JeSP,http://www.economicstatistics.eu/jesp/,RePEc:edi:eseccea,ESeC - Economic Statistics no-profit Association,ReDIF-Series 1.0
RePEc:esx:essedp,econoweb@essex.ac.uk,Economics Discussion Papers,http://www.essex.ac.uk/economics/Default.aspx,RePEc:edi:edessuk,"University of Essex, Department of Economics",ReDIF-Series 1.0
RePEc:esy:uefcwp,vcole@essex.ac.uk,Essex Finance Centre Working Papers,http://www.essex.ac.uk/ebs/research/finance,RePEc:edi:fcessuk,"University of Essex, Essex Business School",ReDIF-Series 1.0
RePEc:etc:journl,info@academicus.edu.al,Academicus International Scientific Journal,http://www.etc.edu.al,RePEc:edi:etctial,Entrepreneurship Training Center Albania,ReDIF-Series 1.0
RePEc:etd:wpaper,dagmawi.atnafu@edri.org.et,Working Papers,http://www.edri.org.et,RePEc:etd,Ethiopian Development Research Institute,ReDIF-Series 1.0
RePEc:ete:etewps,ebib@kuleuven.be,"Energy, Transport and Environment Working Papers Series",http://feb.kuleuven.be/Economics,RePEc:edi:etkulbe,"KU Leuven, Department of Economics - Research Group Energy, Transport and Environment",ReDIF-Series 1.0
RePEc:eth:wpswif,adderungs@ethz.ch,CER-ETH Economics working paper series,http://www.cer.ethz.ch,RePEc:edi:iwethch,CER-ETH - Center of Economic Research (CER-ETH) at ETH Zurich,ReDIF-Series 1.0
RePEc:eti:rpdpjp,kumagai-akiko@rieti.go.jp,Policy Discussion Papers (Japanese),,RePEc:edi:rietijp,"Research Institute of Economy, Trade and Industry (RIETI)",ReDIF-Series 1.0
RePEc:etr:series,jbme@e3journals.org,E3 Journal of Business Management and Economics.,,,E3 Journals,ReDIF-Series 1.0
RePEc:ets:wpaper,heidi.bruderer@soz.gess.ethz.ch,ETH Zurich Sociology Working Papers,http://www.socio.ethz.ch/,,"ETH Zurich, Chair of Sociology",ReDIF-Series 1.0
RePEc:etu:wpaper,info@etui.org,Working Papers,http://www.etui.org/,,European Trade Union Institute (ETUI),ReDIF-Series 1.0
RePEc:ety:journl,etyp@xanum.uam.mx,EconomÌa: teorÌa y pr·ctica,http://www.uam.mx/,RePEc:edi:etyuamx,"Universidad AutÛnoma Metropolitana, MÈxico",ReDIF-Series 1.0
RePEc:eub:wp2015,ciprian.alexandru@ueb.ro,Economics of Sustainable Development.The Economic Impact of Climate Change. - Working papers,http://www.ueb.ro/,RePEc:eub:feuebro,"Ecological University of Bucharest, Department of Economics",ReDIF-Series 1.0
RePEc:euc:ancoec,macedo@eco.unicamp.br,Revista Economia e Sociedade,http://www.eco.unicamp.br,RePEc:edi:ieuecbr,"Instituto de Economia, Universidade Estadual de Campinas (UNICAMP)",ReDIF-Series 1.0
RePEc:euf:ecopap,Ecfin-Info@ec.europa.eu,European Economy - Economic Papers 2008 - 2015,https://ec.europa.eu/info/departments/economic-and-financial-affairs_en,RePEc:edi:dg2ecbe,"Directorate General Economic and Financial Affairs (DG ECFIN), European Commission",ReDIF-Series 1.0
RePEc:eui:euiwps,julia.valerio@eui.eu,Economics Working Papers,http://www.eui.eu/ECO/,RePEc:edi:deiueit,European University Institute,ReDIF-Series 1.0
RePEc:eur:ejmsjr,info@euser.org,EJMS European Journal of Multidisciplinary Studies Articles,http://journals.euser.org/index.php?journal=ejms,,European Center for Science Education and Research,ReDIF-Series 1.0
RePEc:eus:ce3spb,mpakhnin@eu.spb.ru,CEEES Policy Brief Series,,RePEc:edi:feeusru,"European University at St. Petersburg, Department of Economics",ReDIF-Series 1.0
RePEc:eut:journl,rahimalipor@ut.ac.ir,Iranian Economic Review,http://economics.ut.ac.ir/en/default.htm,RePEc:edi:fecutir,Economics faculty of Tehran university,ReDIF-Series 1.0
RePEc:euv:zfupur,dbecker@europa-uni.de,ZfU - Zeitschrift f√ºr Umweltpolitik und Umweltrecht,http://www.europa-uni.de/recap15/,RePEc:edi:fwffode,"RECAP15, European University Viadrina, Frankfurt (Oder)",ReDIF-Series 1.0
RePEc:eve:wpaper,samuel.nosel@univ-evry.fr,Documents de recherche,http://epee.univ-evry.fr,RePEc:edi:epevrfr,"Centre d'…tudes des Politiques …conomiques (EPEE), UniversitÈ d'Evry Val d'Essonne",ReDIF-Series 1.0
RePEc:evo:wpecon,agalego@uevora.pt,Economics Working Papers,http://www.decon.uevora.pt,RePEc:edi:deuevpt,"University of …vora, Department of Economics (Portugal)",ReDIF-Series 1.0
RePEc:ewc:report,higashib@eastwestcenter.org,Economics Study Area Special Reports,,RePEc:edi:ewchius,"East-West Center, Economics Study Area",ReDIF-Series 1.0
RePEc:ewp:wpaper,ubeconomics@ub.edu,UB Economics Working Papers,http://www.ub.edu/ubeconomics,RePEc:edi:feubaes,"Universitat de Barcelona, Facultat d'Economia i Empresa, UB Economics",ReDIF-Series 1.0
RePEc:exc:wpaper,swarthout@gsu.edu,Experimental Economics Center Working Paper Series,http://excen.gsu.edu/,RePEc:edi:exgsuus,"Experimental Economics Center, Andrew Young School of Policy Studies, Georgia State University",ReDIF-Series 1.0
RePEc:exe:wpaper,c.cortinhas@exeter.ac.uk,Discussion Papers,http://business-school.exeter.ac.uk/about/departments/economics/,RePEc:edi:deexeuk,"Exeter University, Department of Economics",ReDIF-Series 1.0
RePEc:exl:25engi,scholarstor@adi-mps.com,Engineering Economics,https://www.exeley.com/journal/engineering_economics,,Kaunas University of Technology,ReDIF-Series 1.0
RePEc:exp:finnce,finance@expertjournals.com,Expert Journal of Finance,http://www.expertjournals.com/,,Sprint Investify,ReDIF-Series 1.0
RePEc:ext:chapte,carolina.esguerra@uexternado.edu.co,Chapters,http://www.uexternado.edu.co/facecono,RePEc:edi:feextco,"Universidad Externado de Colombia, Facultad de EconomÌa",ReDIF-Series 1.0
,,,,,,
RePEc:ezo:ezppap,Stefan.Hohenberger@jmc-berlin.org,Eastward Enlargement of the Euro-zone Working Papers,http://www.jmc-berlin.org,RePEc:edi:ezonede,"Free University Berlin, Jean Monnet Centre of Excellence",ReDIF-Series 1.0
RePEc:fae:ppaper,contact@faere.fr,Policy Papers,http://www.faere.fr,RePEc:edi:faereea,FAERE - French Association of Environmental and Resource Economists,ReDIF-Series 1.0
RePEc:fal:wpaper,vvolosov@fau.edu,Working Papers,http://business.fau.edu/economics,RePEc:edi:defauus,"Department of Economics, College of Business, Florida Atlantic University",ReDIF-Series 1.0
RePEc:fam:rpseri,mb@sfi.ch,FAME Research Paper Series,http://www.swissfinanceinstitute.ch,RePEc:edi:fameech,International Center for Financial Asset Management and Engineering,ReDIF-Series 1.0
REPEC:fan:Mesame,ventriglia@francoangeli.it,MECOSAN. Menagement e economia sanitaria,http://www.francoangeli.it/riviste/sommario.asp?IDRivista=180,,FrancoAngeli Editore,ReDIF-Series 1.0
RePEc:fao:pbrief,ES-Policy-Briefs@fao.org,FAO - Economic and Social Perspectives,http://www.fao.org/economic/en/,RePEc:edi:faoooit,Economic and Social Development Department of the Food and Agriculture Organization of the United Nations (FAO),ReDIF-Series 1.0
RePEc:fas:journl,coordinator@ras.org.in,Journal,http://www.ras.org.in,,Review of Agrarian Studies,ReDIF-Series 1.0
RePEc:fat:fejeps,econpapers@oru.se,European Journal of Economic and Political Studies,,RePEc:edi:edfattr,Fatih University,ReDIF-Series 1.0
RePEc:fau:ecbook,lenka.herrmannova@seznam.cz,IES Occasional publications,http://ies.fsv.cuni.cz/,RePEc:edi:icunicz,"Charles University Prague, Faculty of Social Sciences, Institute of Economic Studies",ReDIF-Series 1.0
RePEc:fbb:report,publicaciones@fbbva.es,Reports,http://www.fbbva.es,RePEc:edi:fbbvaes,Fundacion BBVA / BBVA Foundation,ReDIF-Series 1.0
RePEc:fbk:wpaper,stenghel@irvapp.it,FBK-IRVAPP Working Papers,http://irvapp.fbk.eu,RePEc:edi:irvapit,"Research Institute for the Evaluation of Public Policies (IRVAPP), Bruno Kessler Foundation",ReDIF-Series 1.0
RePEc:fca:wpfnca,Durango.Gustavo@fin.gc.ca,Working Papers-Department of Finance Canada,,RePEc:edi:fingvca,Department of Finance Canada,ReDIF-Series 1.0
RePEc:fce:doctra,francesco.saraceno@sciences-po.fr,Documents de Travail de l'OFCE,http://www.ofce.sciences-po.fr/,RePEc:edi:ofcspfr,Observatoire Francais des Conjonctures Economiques (OFCE),ReDIF-Series 1.0
RePEc:fcr:wpaper,economia@ucr.ac.cr,Working Papers,http://www.economia.ucr.ac.cr,RePEc:edi:feucrcr,Universidad de Costa Rica,ReDIF-Series 1.0
RePEc:fda:fdapop,infpub@fedea.es,Policy Papers,http://www.fedea.net,,FEDEA,ReDIF-Series 1.0
RePEc:fdi:wpaper,vincent.mazenod@ferdi.fr,Working Papers,http://ferdi.fr/,RePEc:edi:ferdifr,FERDI,ReDIF-Series 1.0
RePEc:fea:wpaper,bvliberato@fearp.usp.br,Working Papers,http://www.cpq.fearp.usp.br/,RePEc:edi:fruspbr,"Universidade de S„o Paulo, Faculdade de Economia, AdministraÁ„o e Contabilidade de Ribeir„o Preto",ReDIF-Series 1.0
RePEc:feb:softwa,seidelj@uchicago.edu,Field Experiments Software,http://www.fieldexperments.com,,The Field Experiments Website,ReDIF-Series 1.0
RePEc:fec:journl,liuhai87@263.net,Frontiers of Economics in China,,,Higher Education Press,ReDIF-Series 1.0
RePEc:fee:wpaper,renqian@outlook.com,Working Papers,http://feel.xmu.edu.cn,RePEc:edi:wixmucn,"Xiamen Unversity, The Wang Yanan Institute for Studies in Economics, Finance and Economics Experimental Laboratory",ReDIF-Series 1.0
RePEc:fej:artcal,fejmm@fareastjournals.com,Far East Journal of Marketing and Management,http://www.fareastjournals.com/journal_detail.aspx?jid=22,,Far East Research Centre,ReDIF-Series 1.0
RePEc:fek:papers,krueger@johnwardeconomics.com,Journal of Forensic Economics,http://www.journalofforensiceconomics.com,RePEc:edi:nafeeea,National Association of Forensic Economics,ReDIF-Series 1.0
RePEc:fem:femre3,barbara.racah@feem.it,"Review of Environment, Energy and Economics - Re3",http://www.feem.it/,RePEc:edi:feemmit,Fondazione Eni Enrico Mattei,ReDIF-Series 1.0
RePEc:fep:journl,secretary@fep.fi,Finnish Economic Papers,http://www.taloustieteellinenyhdistys.fi,RePEc:edi:talouea,Finnish Economic Association,ReDIF-Series 1.0
RePEc:fer:resrep,webmaster@vatt.fi,Research Reports,http://www.vatt.fi/,RePEc:edi:vatttfi,Government Institute for Economic Research Finland (VATT),ReDIF-Series 1.0
RePEc:fes:fstudy,fessud@leeds.ac.uk,FESSUD studies,,,"Financialisation, Economy, Society & Sustainable Development (FESSUD) Project",ReDIF-Series 1.0
RePEc:fet:wpaper,ari.elyah@gmail.com,Working Papers,http://ethique.perso.sfr.fr/,RePEc:edi:freeeea,Fonds pour la Recherche en Ethique Economique,ReDIF-Series 1.0
RePEc:feu:wfedel,wwwforeurope-office@wifo.ac.at,WWWforEurope Deliverables series,,,WWWforEurope,ReDIF-Series 1.0
RePEc:ffe:journl,sophie.bodo@skema.edu,Frontiers in Finance and Economics,http://www.ffe.esc-lille.com,RePEc:ffe,SKEMA Business School,ReDIF-Series 1.0
RePEc:fgv:eaerae,ncepge@fgv.br,RAE - Revista de Administra√ß√£o de Empresas,http://eaesp.fgvsp.br/,RePEc:edi:eagvfbr,FGV-EAESP Escola de Administra√ß√£o de Empresas de S√£o Paulo (Brazil),ReDIF-Series 1.0
RePEc:fie:wpaper,cerefige-admin@univ-lorraine.fr,Cahiers du CEREFIGE,http://repec.cerefige.univ-lorraine.fr,RePEc:edi:grnanfr,"CEREFIGE (Centre Europeen de Recherche en Economie Financiere et Gestion des Entreprises), Universite de Lorraine",ReDIF-Series 1.0
RePEc:fip:fedrwp,Christian.Pascasio@rich.frb.org,Working Paper,https://www.minneapolisfed.org/institute,RePEc:edi:frbrius,Federal Reserve Bank of Richmond,ReDIF-Series 1.0
RePEc:fir:econom,calvori@disia.unifi.it,Econometrics Working Papers Archive,http://www.disia.unifi.it/,RePEc:edi:dsfirit,"Universita' degli Studi di Firenze, Dipartimento di Statistica, Informatica, Applicazioni ""G. Parenti""",ReDIF-Series 1.0
,,,,,,
RePEc:fiu:wpaper,sheng.guo@fiu.edu,Working Papers,http://economics.fiu.edu,RePEc:edi:defiuus,"Florida International University, Department of Economics",ReDIF-Series 1.0
RePEc:flc:flcwps,grios@flacso.edu.ec,Documentos de Trabajo FLACSO Ecuador,http://www.flacsoandes.edu.ec,RePEc:edi:ecflaec,Facultad Latinoamericana de Ciencias Sociales (FLACSO),ReDIF-Series 1.0
RePEc:fle:journl,editors@annalsfondazioneluigieinaudi.it,"Annals of the Fondazione Luigi Einaudi. An Interdisciplinary Journal of Economics, History and Political Science",,,"Fondazione Luigi Einaudi, Torino (Italy)",ReDIF-Series 1.0
RePEc:fli:wpaper,Rupali.Saikia@flinders.edu.au,NILS Working Papers,http://www.flinders.edu.au/sabs/nils/,RePEc:edi:nilflau,National Institute of Labour Studies,ReDIF-Series 1.0
RePEc:fln:dgwopa,kathrin.thomsen@uni-flensburg.de,Danish-German Working Papers,http://www.sdu.dk,RePEc:edi:iiflede,"University of Southern Denmark, Department of Entrepreneurship and Relationship Management",ReDIF-Series 1.0
RePEc:flo:wpaper,michele.gori@unifi.it,Working Papers - Mathematical Economics,www.disei.unifi.it,RePEc:edi:defirit,"Universita' degli Studi di Firenze, Dipartimento di Scienze per l'Economia e l'Impresa",ReDIF-Series 1.0
RePEc:fma:fmanag,cconno@coba.usf.edu,Financial Management,http://www.fma.org/,RePEc:edi:fmaaaea,Financial Management Association,ReDIF-Series 1.0
RePEc:fmb:fmluxl,georgemaniu@yahoo.com,Lux Libris Books,http://www.luxlibris.ro,RePEc:edi:fbuspro,The Lux Libris Publishing House,ReDIF-Series 1.0
RePEc:fme:wpaper,j.hagemejer@uw.edu.pl,GRAPE Working Papers,http://www.grape.org.pl/,RePEc:edi:grauwpl,GRAPE Group for Research in Applied Economics,ReDIF-Series 1.0
RePEc:fmg:fmgsps,fmg@lse.ac.uk,FMG Special Papers,,,,ReDIF-Series 1.0
RePEc:foi:msapwp,get@ifro.ku.dk,MSAP Working Paper Series,http://www.ifro.ku.dk/english/,RePEc:edi:msakudk,"University of Copenhagen, Department of Food and Resource Economics",ReDIF-Series 1.0
RePEc:foj:journl,raluca.radu@fjsc.ro,Revista Romana de Jurnalism si Comunicare - Romanian Journal of Journalism and Communication,,,"University of Bucharest, Faculty of Journalism and Communication Studies ‚Äì Universitatea din Bucuresti, Facultatea de Jurnalism si Stiintele Comunicarii",ReDIF-Series 1.0
RePEc:for:ijafaa,pstroud@comcast.net,Foresight: The International Journal of Applied Forecasting,https://www.forecasters.org/,RePEc:edi:iiforea,International Institute of Forecasters,ReDIF-Series 1.0
RePEc:fpb:ppaper,dvdw@plan.be,Planning Papers,http://www.plan.be,RePEc:edi:plagvbe,"Federal Planning Bureau, Belgium",ReDIF-Series 1.0
RePEc:fpr:dsgddp,ifpri-library@cgiar.org,DSGD discussion papers,http://www.ifpri.org/,RePEc:edi:ifprius,International Food Policy Research Institute (IFPRI),ReDIF-Series 1.0
RePEc:fpu:articu,administrador@finanzas-publicas.org,Finanzas P˙blicas,http://www.cefp.gob.mx,RePEc:edi:cefgvmx,"Centro de Estudios de las Finanzas P˙blicas, H. C·mara de Diputados",ReDIF-Series 1.0
RePEc:fra:franaf,schmidt@finance.uni-frankfurt.de,Working Paper Series: Finance and Accounting,http://www.finance.uni-frankfurt.de,RePEc:edi:fwffmde,"Department of Finance, Goethe University Frankfurt am Main",ReDIF-Series 1.0
RePEc:FRD:theses,economics@fordham.edu,Fordham Economics Dissertations,http://www.fordham.edu/economics/,RePEc:edi:edforus,"Fordham University, Department of Economics",ReDIF-Series 1.0
RePEc:fre:journl,iep@vwl.uni-freiburg.de,Journal Articles,http://www.vwl.uni-freiburg.de/iwipol/sopo.htm,RePEc:edi:wffrede,"Department of International Economic Policy, University of Freiburg",ReDIF-Series 1.0
RePEc:frg:wpaper,benjamin.heidler@vwl.uni-freiburg.de,Working Papers,http://www.vwl.uni-freiburg.de/fakultaet/fiwiI/,,"Research Center for Generational Contracts, University of Freiburg",ReDIF-Series 1.0
RePEc:fri:fribow,Ivo.Raemy@unifr.ch,FSES Working Papers,http://www.unifr.ch/ses/,RePEc:edi:wsffrch,"Faculty of Economics and Social Sciences, University of Freiburg/Fribourg Switzerland",ReDIF-Series 1.0
RePEc:frz:wpmmos,francesco.capone@unifi.it,"Working Papers - Management, Marketing and Organization Sciences",www.disei.unifi.it,RePEc:edi:defirit,"Universita' degli Studi di Firenze, Dipartimento di Scienze per l'Economia e l'Impresa",ReDIF-Series 1.0
RePEc:fsa:occpap,maria-jose.barbero@fsa.gov.uk,Occasional Papers,http://www.fsa.gov.uk,RePEc:edi:fsagvuk,Financial Services Authority,ReDIF-Series 1.0
RePEc:fsc:fstech,barbara.vanderhout@wur.nl,FOODSECURE Technical papers,http://www.foodsecure.eu,RePEc:edi:ledlonl,LEI Wageningen UR,ReDIF-Series 1.0
RePEc:fsi:wpaper,iiswebmaster@lists.stanford.edu,REAP Papers,http://reap.stanford.edu/,,Rural Education Action Project at Stanford University,ReDIF-Series 1.0
RePEc:fsn:wpaper,annie.devane@tufts.edu,Working Papers in Food Policy and Nutrition,http://www.nutrition.tufts.edu,RePEc:edi:sntufus,Friedman School of Nutrition Science and Policy,ReDIF-Series 1.0
RePEc:fsr:consul,d.bond@ulster.ac.uk,"Accounting, Finance and Economics Research Group - Consultation Papers",,RePEc:edi:fsulsuk,Ulster Business School,ReDIF-Series 1.0
RePEc:fsu:wpaper,dryvkin@fsu.edu,Working Papers,http://www.coss.fsu.edu/economics/,RePEc:edi:defsuus,"Department of Economics, Florida State University",ReDIF-Series 1.0
RePEc:fth:ieegpb,krichel@openlib.org,El Instituto de Estudios Economicos de Galicia Pedro Barrie de la Maza,http://www.soton.ac.uk/~econweb/,RePEc:edi:ipautca,El Instituto de Estudios Economicos de Galicia Pedro Barrie de,ReDIF-Series 1.0
RePEc:fup:wpaper,luciano.nakabashi@ufpr.br,Working Papers,http://www.economiaetecnologia.ufpr.br/,RePEc:edi:deufpbr,"Universidade Federal do Paran·, Department of Economics",ReDIF-Series 1.0
RePEc:fzy:fuzeco,sigef@urv.net,Fuzzy Economic Review,http://www.sigef.net,RePEc:edi:sigefea,International Association for Fuzzy-set Management and Economy (SIGEF),ReDIF-Series 1.0
RePEc:gad:ciesdp,cendoc@grade.org.pe,DiagnÛstico y Propuesta (CIES-GRADE),http://www.cies.org.pe/,RePEc:edi:gradepe,Consorcio de InvestigaciÛn EconÛmica y Social (CIES),ReDIF-Series 1.0
RePEc:gai:rpaper,victor@iep.ru,Research Paper Series,http://iep.ru/en.html,RePEc:edi:gaidaru,Gaidar Institute for Economic Policy,ReDIF-Series 1.0
RePEc:gam:jjrfmx,xml-conversion@mdpi.com,Journal of Risk and Financial Management,http://www.mdpi.com/,,"MDPI, Open Access Journal",ReDIF-Series 1.0
RePEc:gat:wpaper,wirth@gate.cnrs.fr,Working Papers,http://www.gate.cnrs.fr/,RePEc:edi:gateefr,"Groupe d'Analyse et de ThÈorie Economique Lyon St-…tienne (GATE Lyon St-…tienne), UniversitÈ de Lyon",ReDIF-Series 1.0
RePEc:gbl:wpaper,agnes.vertier@inra.fr,Working Papers,https://gael.univ-grenoble-alpes.fr/,RePEc:edi:inragfr,Grenoble Applied Economics Laboratory (GAEL),ReDIF-Series 1.0
RePEc:gda:znetil,ekocm@univ.gda.pl,Research Journal of the University of Gdansk. Transport Economics and Logistics,http://ekonom.ug.edu.pl/web/main/?lang=en,RePEc:edi:fegdapl,"The Univeristy of Gdansk, Faculty of Economics, Depertament of Transport and Logistics",ReDIF-Series 1.0
RePEc:gde:journl,gde@unibocconi.it,Giornale degli Economisti,http://www.gde.unibocconi.it/,,"GDE (Giornale degli Economisti e Annali di Economia), Bocconi University",ReDIF-Series 1.0
RePEc:gdk:chapte,Wojciech.Drapinski@zie.pg.gda.pl,GUT FME Conference Publications,http://www.zie.pg.gda.pl,RePEc:edi:wzepgpl,"Faculty of Management and Economics, Gdansk University of Technology",ReDIF-Series 1.0
